"Org_Name","Org_Cat_Description","Catorg_ID","Typorg_ID","Org_ID","A_Infotype","X_index","X_parent_index","Need","Value"
"Qatar Computing Research Institute, Qatar Foundation","Research Institute with Hamad Bin Khalifa University",16,162,1622,23,54,-1,"CP3_CR_PC",
"POMPIERS DE L'URGENCE INTERNATIONALE/INTERNATIONALE EMERGENCY FIREFIGHTERS - FRANCE","",16,162,1622,21,55,-1,"CP3_CR_PC",
"UNOCHA","",15,152,1521,23,56,-1,"CP3_CR_PC",
"ocha","",15,152,1521,21,57,-1,"CP3_CR_PC",
"OCHA","",15,152,1521,23,58,-1,"CP3_CR_PC",
"Defensa Civil - WUSAR","",18,182,1821,23,59,-1,"CP3_CR_PC",
"Bratislavsk‡ kynologick‡ z‡chran‡rska brig‡da ( Bratislava K9 rescue corps )","",16,162,1621,21,60,-1,"CP3_CR_PC",
"Not Defined","Independent, member of ASP UNOCHA, NORCAP, CANADEM",13,131,,23,61,-1,"CP3_CR_PC",
"Not Defined","",15,152,1521,21,62,-1,"CP3_CR_PC",
"German Federal Agency for Technical Relief","",16,162,1621,23,63,-1,"CP3_CR_PC",
"Department of Disaster Prevention and Mitigation (DDPM Thailand)","Disater Management Center, Government organization",18,183,1831,23,64,-1,"CP3_CR_PC",
"OCHA Rolac","",15,152,1521,23,65,-1,"CP3_CR_PC",
"Nus / ihp","",18,183,1834,22,66,-1,"CP3_CR_PC",
"OCHA","",15,152,1521,23,67,-1,"CP3_CR_PC",
"Kompass Coaching Villa & Co","- Consulting and Coaching for organization working in Disaster Relief/Humanitarian Needs; - Life Coaching",,,,23,68,-1,"CP3_CR_PC",
"CIVIL PROTECTION DIRECTORATE","",18,183,1831,23,69,-1,"CP3_CR_PC",
"@Fire","",,,,21,70,-1,"CP3_CR_PC",
"THW","",15,153,,21,71,-1,"CP3_CR_PC",
"New Zealand Fire Service/ NZ USAR","",18,183,1831,21,72,-1,"CP3_CR_PC",
"Infinitum Humanitarian Systems (IHS)","",12,121,,23,73,-1,"CP3_CR_PC",
"Hellenic Fire Service","",18,183,1831,21,74,-1,"CP3_CR_PC",
"National Earthquake Response Support Service of China","Emergency Management Division",18,183,1831,23,75,-1,"CP3_CR_PC",
"MERCY Malaysia","",16,162,1622,21,76,-1,"CP3_CR_PC",
"Amity Public Safety Academy","",16,161,1612,23,77,-1,"CP3_CR_PC",
"Directorate General of the the Lebanese civil defense","",18,183,1831,23,78,-1,"CP3_CR_PC",
"District Development Committee ,Sindhupalchok  Nepal","Govt. of Nepal , Ministry of Federal Affairs and Local Development",18,182,,23,79,-1,"CP3_CR_PC",
"European Commission (ECHO)","",11,112,1122,21,80,-1,"CP3_CR_PC",
"MoFA Italy - Agency for Cooperation","",11,112,1121,23,81,-1,"CP3_CR_PC",
"INTERSOS","",16,162,1623,21,82,-1,"CP3_CR_PC",
"Ministry of Emergency Situation of the Republic of Azerbaijan","",18,183,1831,21,83,-1,"CP3_CR_PC",
"Liberia Refugee Repatriation and resettlement Commission(LRRRC)","Social Institution-Governmental Organization",16,162,,23,84,-1,"CP3_CR_PC",
"OCHA/UNEP","",15,152,1521,23,85,-1,"CP3_CR_PC",
"Bomberos Quito","",18,,,21,86,-1,"CP3_CR_PC",
"SECRETARIA DE GESTION DE RIESGOS","",18,183,1831,21,87,-1,"CP3_CR_PC",
"Civile protection","",18,183,1831,21,88,-1,"CP3_CR_PC",
"UNITAR/UNOSAT","",15,152,1522,23,89,-1,"CP3_CR_PC",
"Civil protection Belgium","",15,153,,21,90,-1,"CP3_CR_PC",
"ARC (AFETTE REHBER CEV_RMENL_K-EMERGENCY AND DISASTER INTERPRETERS), TURKEY","",16,162,1621,21,91,-1,"CP3_CR_PC",
"SDC (GIAR)","",11,112,1121,23,92,-1,"CP3_CR_PC",
"UNV UNHCR, UNOCHA","",15,152,1522,23,93,-1,"CP3_CR_PC",
"UK ISAR","",18,183,1831,21,94,-1,"CP3_CR_PC",
"New Zealand Ministry of Health","",18,183,1831,23,95,-1,"CP3_CR_PC",
"Queensland Fire and Emergency Services","Government Organization - Non Military",18,182,1821,23,96,-1,"CP3_CR_PC",
"Ministry of Emergency Situations of Azerbaijan","",18,183,1831,21,97,-1,"CP3_CR_PC",
"POMPIERS de l'URGENCE INTERNATIONALE","",16,162,1621,21,98,-1,"CP3_CR_PC",
"West Africa network for Peacebuilding (WANEP) Nigeria","",16,162,1621,22,99,-1,"CP3_CR_PC",
"Team Rubicon UK","",16,162,1621,21,100,-1,"CP3_CR_PC",
"MapAction","INGO involved in information management",16,162,1622,23,101,-1,"CP3_CR_PC",
"Not Defined","",13,,,23,102,-1,"CP3_CR_PC",
"UNICEF","UNITED NATIONS AGENCY, WASH Cluster , WASH Cluster coordination",15,152,1522,23,103,-1,"CP3_CR_PC",
"Humanity Road","",16,162,1621,23,104,-1,"CP3_CR_PC",
"UNEP","",15,152,1521,23,105,-1,"CP3_CR_PC",
"Not Defined","",16,162,1621,21,106,-1,"CP3_CR_PC",
"United Nations Population Fund","United Nations Organizations",15,152,1523,23,107,-1,"CP3_CR_PC",
"IFRC","",15,151,1512,21,108,-1,"CP3_CR_PC",
"ATHENA CONSEIL","LEGAL , HR ADVICE AND COACHING",12,121,,21,109,-1,"CP3_CR_PC",
"Disaster Management Department-Tanzania","",18,183,1831,23,110,-1,"CP3_CR_PC",
"US Department of State - Humanitarian Information Unit","",11,112,1121,23,111,-1,"CP3_CR_PC",
"Not Defined","",,,,23,112,-1,"CP3_CR_PC",
"DPDHL - Go Help Disaster Response Team","",12,121,,23,113,-1,"CP3_CR_PC",
"Not Defined","",15,153,,23,114,-1,"CP3_CR_PC",
"WFP","",15,152,1522,21,1,-1,"CP3_CR_IC",
"THW Germany","",18,183,1834,21,9,-1,"CP3_CR_IC",
"WFP","",15,152,1522,21,10,-1,"CP3_CR_IC",
"OCHA","",15,152,1521,21,15,-1,"CP3_CR_IC",
"European Commission Joint Research Centre","",18,182,,22,16,-1,"CP3_CR_IC",
"OCHA","",15,,,21,17,-1,"CP3_CR_IC",
"WIPO security","UN agency",15,152,1522,23,18,-1,"CP3_CR_IC",
"Saudi Arabian Civil defense","",11,112,1121,23,19,-1,"CP3_CR_IC",
"Belgian First Aid and Support Team (B-FAST)","",18,183,1832,21,20,-1,"CP3_CR_IC",
"Not Defined","Consultant - Disaster Management | Humanitarian Coordination",13,131,1312,23,21,-1,"CP3_CR_IC",
"Netherlands Red Cross","",16,162,1621,21,22,-1,"CP3_CR_IC",
"UNDP","",15,152,1522,23,23,-1,"CP3_CR_IC",
"Deutsche Post DHL Group","",12,121,,23,24,-1,"CP3_CR_IC",
"Logistics Cluster/WFP","",15,152,1522,23,25,-1,"CP3_CR_IC",
"Insecurity Insight","We are neither advocacy nor operational. We provide information services to agencies.",16,,,23,26,-1,"CP3_CR_IC",
"Ericsson Response","",12,121,,23,27,-1,"CP3_CR_IC",
"Not Defined","",15,152,1522,22,28,-1,"CP3_CR_IC","1"
"FAO","",15,152,1522,23,29,-1,"CP3_CR_IC",
"UNDAC","",15,152,1522,22,30,-1,"CP3_CR_IC","1"
"Google","",12,121,,23,31,-1,"CP3_CR_IC",
"Not Defined","",15,152,1522,23,32,-1,"CP3_CR_IC",
"Not Defined","",12,121,,21,33,-1,"CP3_CR_IC",
"Not Defined","",11,112,1121,21,34,-1,"CP3_CR_IC",
"OCHA","",15,152,1521,,35,-1,"CP3_CR_IC",
"Independent consultant","I work sometimes for OCHA, sometimes for NGOs in a variety of roles including IM, assessmen, coordination and reporting",13,131,,22,36,-1,"CP3_CR_IC",
"THW","German Agency for Technical Relief",18,183,1831,23,37,-1,"CP3_CR_IC",
"CANADEM","",16,162,1621,21,38,-1,"CP3_CR_IC",
"Humanitarian OpenStreetMap Team","",16,162,1623,23,39,-1,"CP3_CR_IC",
"Americas Support Team (Section Leader of team operational)","",11,112,1121,21,40,-1,"CP3_CR_IC",
"OCHA FCSS","",15,152,1521,23,41,-1,"CP3_CR_IC",
"UNOCHA","",15,152,1521,23,42,-1,"CP3_CR_IC",
"NATIONAL EMERGENCY MANAGEMENT AGENCY NIGERIA","",18,183,1831,23,43,-1,"CP3_CR_IC",
"French civil protection directorate","",18,183,1831,23,44,-1,"CP3_CR_IC",
"@fire - International Disaster Response","",16,162,1621,23,45,-1,"CP3_CR_IC",
"OCHA","",15,152,1521,23,46,-1,"CP3_CR_IC",
"Cisco Tactical Operations (TacOps)","",12,121,,23,47,-1,"CP3_CR_IC",
"OCHA","",15,152,1521,23,48,-1,"CP3_CR_IC",
"FAO","",15,152,1522,23,49,-1,"CP3_CR_IC",
"NATIONAL DISASTER OPERATION CENTER- KENYA","",18,183,1831,23,50,-1,"CP3_CR_IC",
"Rescue South Africa","",16,162,1621,23,51,-1,"CP3_CR_IC",
"Estonian Rescue Board","governmental organization",18,183,1831,21,52,-1,"CP3_CR_IC",
"U.S. Department of Defense","",14,143,1433,23,53,-1,"CP3_CR_IC",
"Qatar Computing Research Institute, Qatar Foundation","Research Institute with Hamad Bin Khalifa University",16,162,1622,23,54,-1,"CP3_CR_IC",
"POMPIERS DE L'URGENCE INTERNATIONALE/INTERNATIONALE EMERGENCY FIREFIGHTERS - FRANCE","",16,162,1622,21,55,-1,"CP3_CR_IC",
"UNOCHA","",15,152,1521,23,56,-1,"CP3_CR_IC",
"ocha","",15,152,1521,21,57,-1,"CP3_CR_IC",
"OCHA","",15,152,1521,23,58,-1,"CP3_CR_IC",
"Defensa Civil - WUSAR","",18,182,1821,23,59,-1,"CP3_CR_IC",
"Bratislavsk‡ kynologick‡ z‡chran‡rska brig‡da ( Bratislava K9 rescue corps )","",16,162,1621,21,60,-1,"CP3_CR_IC",
"Not Defined","Independent, member of ASP UNOCHA, NORCAP, CANADEM",13,131,,23,61,-1,"CP3_CR_IC",
"Not Defined","",15,152,1521,21,62,-1,"CP3_CR_IC",
"German Federal Agency for Technical Relief","",16,162,1621,23,63,-1,"CP3_CR_IC",
"Department of Disaster Prevention and Mitigation (DDPM Thailand)","Disater Management Center, Government organization",18,183,1831,23,64,-1,"CP3_CR_IC",
"OCHA Rolac","",15,152,1521,23,65,-1,"CP3_CR_IC",
"Nus / ihp","",18,183,1834,22,66,-1,"CP3_CR_IC",
"OCHA","",15,152,1521,23,67,-1,"CP3_CR_IC",
"Kompass Coaching Villa & Co","- Consulting and Coaching for organization working in Disaster Relief/Humanitarian Needs; - Life Coaching",,,,23,68,-1,"CP3_CR_IC",
"CIVIL PROTECTION DIRECTORATE","",18,183,1831,23,69,-1,"CP3_CR_IC",
"@Fire","",,,,21,70,-1,"CP3_CR_IC",
"THW","",15,153,,21,71,-1,"CP3_CR_IC",
"New Zealand Fire Service/ NZ USAR","",18,183,1831,21,72,-1,"CP3_CR_IC",
"Infinitum Humanitarian Systems (IHS)","",12,121,,23,73,-1,"CP3_CR_IC",
"Hellenic Fire Service","",18,183,1831,21,74,-1,"CP3_CR_IC",
"National Earthquake Response Support Service of China","Emergency Management Division",18,183,1831,23,75,-1,"CP3_CR_IC",
"MERCY Malaysia","",16,162,1622,21,76,-1,"CP3_CR_IC",
"Amity Public Safety Academy","",16,161,1612,23,77,-1,"CP3_CR_IC",
"Directorate General of the the Lebanese civil defense","",18,183,1831,23,78,-1,"CP3_CR_IC",
"District Development Committee ,Sindhupalchok  Nepal","Govt. of Nepal , Ministry of Federal Affairs and Local Development",18,182,,23,79,-1,"CP3_CR_IC",
"European Commission (ECHO)","",11,112,1122,21,80,-1,"CP3_CR_IC",
"MoFA Italy - Agency for Cooperation","",11,112,1121,23,81,-1,"CP3_CR_IC",
"INTERSOS","",16,162,1623,21,82,-1,"CP3_CR_IC",
"Ministry of Emergency Situation of the Republic of Azerbaijan","",18,183,1831,21,83,-1,"CP3_CR_IC",
"Liberia Refugee Repatriation and resettlement Commission(LRRRC)","Social Institution-Governmental Organization",16,162,,23,84,-1,"CP3_CR_IC",
"OCHA/UNEP","",15,152,1521,23,85,-1,"CP3_CR_IC",
"Bomberos Quito","",18,,,21,86,-1,"CP3_CR_IC",
"SECRETARIA DE GESTION DE RIESGOS","",18,183,1831,21,87,-1,"CP3_CR_IC",
"Civile protection","",18,183,1831,21,88,-1,"CP3_CR_IC",
"UNITAR/UNOSAT","",15,152,1522,23,89,-1,"CP3_CR_IC",
"Civil protection Belgium","",15,153,,21,90,-1,"CP3_CR_IC",
"ARC (AFETTE REHBER CEV_RMENL_K-EMERGENCY AND DISASTER INTERPRETERS), TURKEY","",16,162,1621,21,91,-1,"CP3_CR_IC",
"SDC (GIAR)","",11,112,1121,23,92,-1,"CP3_CR_IC",
"UNV UNHCR, UNOCHA","",15,152,1522,23,93,-1,"CP3_CR_IC",
"UK ISAR","",18,183,1831,21,94,-1,"CP3_CR_IC",
"New Zealand Ministry of Health","",18,183,1831,23,95,-1,"CP3_CR_IC",
"Queensland Fire and Emergency Services","Government Organization - Non Military",18,182,1821,23,96,-1,"CP3_CR_IC",
"Ministry of Emergency Situations of Azerbaijan","",18,183,1831,21,97,-1,"CP3_CR_IC",
"POMPIERS de l'URGENCE INTERNATIONALE","",16,162,1621,21,98,-1,"CP3_CR_IC",
"West Africa network for Peacebuilding (WANEP) Nigeria","",16,162,1621,22,99,-1,"CP3_CR_IC",
"Team Rubicon UK","",16,162,1621,21,100,-1,"CP3_CR_IC",
"MapAction","INGO involved in information management",16,162,1622,23,101,-1,"CP3_CR_IC",
"Not Defined","",13,,,23,102,-1,"CP3_CR_IC",
"UNICEF","UNITED NATIONS AGENCY, WASH Cluster , WASH Cluster coordination",15,152,1522,23,103,-1,"CP3_CR_IC",
"Humanity Road","",16,162,1621,23,104,-1,"CP3_CR_IC",
"UNEP","",15,152,1521,23,105,-1,"CP3_CR_IC",
"Not Defined","",16,162,1621,21,106,-1,"CP3_CR_IC",
"United Nations Population Fund","United Nations Organizations",15,152,1523,23,107,-1,"CP3_CR_IC",
"IFRC","",15,151,1512,21,108,-1,"CP3_CR_IC",
"ATHENA CONSEIL","LEGAL , HR ADVICE AND COACHING",12,121,,21,109,-1,"CP3_CR_IC",
"Disaster Management Department-Tanzania","",18,183,1831,23,110,-1,"CP3_CR_IC",
"US Department of State - Humanitarian Information Unit","",11,112,1121,23,111,-1,"CP3_CR_IC",
"Not Defined","",,,,23,112,-1,"CP3_CR_IC",
"DPDHL - Go Help Disaster Response Team","",12,121,,23,113,-1,"CP3_CR_IC",
"Not Defined","",15,153,,23,114,-1,"CP3_CR_IC",
"WFP","",15,152,1522,21,1,-1,"CC4_CSS_GC_ADMIN",
"THW Germany","",18,183,1834,21,9,-1,"CC4_CSS_GC_ADMIN",
"WFP","",15,152,1522,21,10,-1,"CC4_CSS_GC_ADMIN","1"
"OCHA","",15,152,1521,21,15,-1,"CC4_CSS_GC_ADMIN","1"
"European Commission Joint Research Centre","",18,182,,22,16,-1,"CC4_CSS_GC_ADMIN",
"OCHA","",15,,,21,17,-1,"CC4_CSS_GC_ADMIN",
"WIPO security","UN agency",15,152,1522,23,18,-1,"CC4_CSS_GC_ADMIN",
"Saudi Arabian Civil defense","",11,112,1121,23,19,-1,"CC4_CSS_GC_ADMIN",
"Belgian First Aid and Support Team (B-FAST)","",18,183,1832,21,20,-1,"CC4_CSS_GC_ADMIN","1"
"Not Defined","Consultant - Disaster Management | Humanitarian Coordination",13,131,1312,23,21,-1,"CC4_CSS_GC_ADMIN",
"Netherlands Red Cross","",16,162,1621,21,22,-1,"CC4_CSS_GC_ADMIN","1"
"UNDP","",15,152,1522,23,23,-1,"CC4_CSS_GC_ADMIN",
"Deutsche Post DHL Group","",12,121,,23,24,-1,"CC4_CSS_GC_ADMIN",
"Logistics Cluster/WFP","",15,152,1522,23,25,-1,"CC4_CSS_GC_ADMIN",
"Insecurity Insight","We are neither advocacy nor operational. We provide information services to agencies.",16,,,23,26,-1,"CC4_CSS_GC_ADMIN",
"Ericsson Response","",12,121,,23,27,-1,"CC4_CSS_GC_ADMIN",
"Not Defined","",15,152,1522,22,28,-1,"CC4_CSS_GC_ADMIN",
"FAO","",15,152,1522,23,29,-1,"CC4_CSS_GC_ADMIN",
"UNDAC","",15,152,1522,22,30,-1,"CC4_CSS_GC_ADMIN",
"Google","",12,121,,23,31,-1,"CC4_CSS_GC_ADMIN",
"Not Defined","",15,152,1522,23,32,-1,"CC4_CSS_GC_ADMIN",
"Not Defined","",12,121,,21,33,-1,"CC4_CSS_GC_ADMIN","1"
"Not Defined","",11,112,1121,21,34,-1,"CC4_CSS_GC_ADMIN","1"
"OCHA","",15,152,1521,,35,-1,"CC4_CSS_GC_ADMIN",
"Independent consultant","I work sometimes for OCHA, sometimes for NGOs in a variety of roles including IM, assessmen, coordination and reporting",13,131,,22,36,-1,"CC4_CSS_GC_ADMIN",
"THW","German Agency for Technical Relief",18,183,1831,23,37,-1,"CC4_CSS_GC_ADMIN",
"CANADEM","",16,162,1621,21,38,-1,"CC4_CSS_GC_ADMIN",
"Humanitarian OpenStreetMap Team","",16,162,1623,23,39,-1,"CC4_CSS_GC_ADMIN",
"Americas Support Team (Section Leader of team operational)","",11,112,1121,21,40,-1,"CC4_CSS_GC_ADMIN",
"OCHA FCSS","",15,152,1521,23,41,-1,"CC4_CSS_GC_ADMIN",
"UNOCHA","",15,152,1521,23,42,-1,"CC4_CSS_GC_ADMIN",
"NATIONAL EMERGENCY MANAGEMENT AGENCY NIGERIA","",18,183,1831,23,43,-1,"CC4_CSS_GC_ADMIN",
"French civil protection directorate","",18,183,1831,23,44,-1,"CC4_CSS_GC_ADMIN",
"@fire - International Disaster Response","",16,162,1621,23,45,-1,"CC4_CSS_GC_ADMIN",
"OCHA","",15,152,1521,23,46,-1,"CC4_CSS_GC_ADMIN",
"Cisco Tactical Operations (TacOps)","",12,121,,23,47,-1,"CC4_CSS_GC_ADMIN",
"OCHA","",15,152,1521,23,48,-1,"CC4_CSS_GC_ADMIN",
"FAO","",15,152,1522,23,49,-1,"CC4_CSS_GC_ADMIN",
"NATIONAL DISASTER OPERATION CENTER- KENYA","",18,183,1831,23,50,-1,"CC4_CSS_GC_ADMIN",
"Rescue South Africa","",16,162,1621,23,51,-1,"CC4_CSS_GC_ADMIN",
"Estonian Rescue Board","governmental organization",18,183,1831,21,52,-1,"CC4_CSS_GC_ADMIN","1"
"U.S. Department of Defense","",14,143,1433,23,53,-1,"CC4_CSS_GC_ADMIN",
"Qatar Computing Research Institute, Qatar Foundation","Research Institute with Hamad Bin Khalifa University",16,162,1622,23,54,-1,"CC4_CSS_GC_ADMIN",
"POMPIERS DE L'URGENCE INTERNATIONALE/INTERNATIONALE EMERGENCY FIREFIGHTERS - FRANCE","",16,162,1622,21,55,-1,"CC4_CSS_GC_ADMIN","0"
"UNOCHA","",15,152,1521,23,56,-1,"CC4_CSS_GC_ADMIN",
"ocha","",15,152,1521,21,57,-1,"CC4_CSS_GC_ADMIN",
"OCHA","",15,152,1521,23,58,-1,"CC4_CSS_GC_ADMIN",
"Defensa Civil - WUSAR","",18,182,1821,23,59,-1,"CC4_CSS_GC_ADMIN",
"Bratislavsk‡ kynologick‡ z‡chran‡rska brig‡da ( Bratislava K9 rescue corps )","",16,162,1621,21,60,-1,"CC4_CSS_GC_ADMIN","0"
"Not Defined","Independent, member of ASP UNOCHA, NORCAP, CANADEM",13,131,,23,61,-1,"CC4_CSS_GC_ADMIN",
"Not Defined","",15,152,1521,21,62,-1,"CC4_CSS_GC_ADMIN","1"
"German Federal Agency for Technical Relief","",16,162,1621,23,63,-1,"CC4_CSS_GC_ADMIN",
"Department of Disaster Prevention and Mitigation (DDPM Thailand)","Disater Management Center, Government organization",18,183,1831,23,64,-1,"CC4_CSS_GC_ADMIN",
"OCHA Rolac","",15,152,1521,23,65,-1,"CC4_CSS_GC_ADMIN",
"Nus / ihp","",18,183,1834,22,66,-1,"CC4_CSS_GC_ADMIN",
"OCHA","",15,152,1521,23,67,-1,"CC4_CSS_GC_ADMIN",
"Kompass Coaching Villa & Co","- Consulting and Coaching for organization working in Disaster Relief/Humanitarian Needs; - Life Coaching",,,,23,68,-1,"CC4_CSS_GC_ADMIN",
"CIVIL PROTECTION DIRECTORATE","",18,183,1831,23,69,-1,"CC4_CSS_GC_ADMIN",
"@Fire","",,,,21,70,-1,"CC4_CSS_GC_ADMIN",
"THW","",15,153,,21,71,-1,"CC4_CSS_GC_ADMIN",
"New Zealand Fire Service/ NZ USAR","",18,183,1831,21,72,-1,"CC4_CSS_GC_ADMIN","1"
"Infinitum Humanitarian Systems (IHS)","",12,121,,23,73,-1,"CC4_CSS_GC_ADMIN",
"Hellenic Fire Service","",18,183,1831,21,74,-1,"CC4_CSS_GC_ADMIN",
"National Earthquake Response Support Service of China","Emergency Management Division",18,183,1831,23,75,-1,"CC4_CSS_GC_ADMIN",
"MERCY Malaysia","",16,162,1622,21,76,-1,"CC4_CSS_GC_ADMIN","1"
"Amity Public Safety Academy","",16,161,1612,23,77,-1,"CC4_CSS_GC_ADMIN",
"Directorate General of the the Lebanese civil defense","",18,183,1831,23,78,-1,"CC4_CSS_GC_ADMIN",
"District Development Committee ,Sindhupalchok  Nepal","Govt. of Nepal , Ministry of Federal Affairs and Local Development",18,182,,23,79,-1,"CC4_CSS_GC_ADMIN",
"European Commission (ECHO)","",11,112,1122,21,80,-1,"CC4_CSS_GC_ADMIN","1"
"MoFA Italy - Agency for Cooperation","",11,112,1121,23,81,-1,"CC4_CSS_GC_ADMIN",
"INTERSOS","",16,162,1623,21,82,-1,"CC4_CSS_GC_ADMIN","0"
"Ministry of Emergency Situation of the Republic of Azerbaijan","",18,183,1831,21,83,-1,"CC4_CSS_GC_ADMIN","1"
"Liberia Refugee Repatriation and resettlement Commission(LRRRC)","Social Institution-Governmental Organization",16,162,,23,84,-1,"CC4_CSS_GC_ADMIN",
"OCHA/UNEP","",15,152,1521,23,85,-1,"CC4_CSS_GC_ADMIN",
"Bomberos Quito","",18,,,21,86,-1,"CC4_CSS_GC_ADMIN","0"
"SECRETARIA DE GESTION DE RIESGOS","",18,183,1831,21,87,-1,"CC4_CSS_GC_ADMIN","1"
"Civile protection","",18,183,1831,21,88,-1,"CC4_CSS_GC_ADMIN",
"UNITAR/UNOSAT","",15,152,1522,23,89,-1,"CC4_CSS_GC_ADMIN",
"Civil protection Belgium","",15,153,,21,90,-1,"CC4_CSS_GC_ADMIN","1"
"ARC (AFETTE REHBER CEV_RMENL_K-EMERGENCY AND DISASTER INTERPRETERS), TURKEY","",16,162,1621,21,91,-1,"CC4_CSS_GC_ADMIN","1"
"SDC (GIAR)","",11,112,1121,23,92,-1,"CC4_CSS_GC_ADMIN",
"UNV UNHCR, UNOCHA","",15,152,1522,23,93,-1,"CC4_CSS_GC_ADMIN",
"UK ISAR","",18,183,1831,21,94,-1,"CC4_CSS_GC_ADMIN","1"
"New Zealand Ministry of Health","",18,183,1831,23,95,-1,"CC4_CSS_GC_ADMIN",
"Queensland Fire and Emergency Services","Government Organization - Non Military",18,182,1821,23,96,-1,"CC4_CSS_GC_ADMIN",
"Ministry of Emergency Situations of Azerbaijan","",18,183,1831,21,97,-1,"CC4_CSS_GC_ADMIN","1"
"POMPIERS de l'URGENCE INTERNATIONALE","",16,162,1621,21,98,-1,"CC4_CSS_GC_ADMIN","1"
"West Africa network for Peacebuilding (WANEP) Nigeria","",16,162,1621,22,99,-1,"CC4_CSS_GC_ADMIN",
"Team Rubicon UK","",16,162,1621,21,100,-1,"CC4_CSS_GC_ADMIN","0"
"MapAction","INGO involved in information management",16,162,1622,23,101,-1,"CC4_CSS_GC_ADMIN",
"Not Defined","",13,,,23,102,-1,"CC4_CSS_GC_ADMIN",
"UNICEF","UNITED NATIONS AGENCY, WASH Cluster , WASH Cluster coordination",15,152,1522,23,103,-1,"CC4_CSS_GC_ADMIN",
"Humanity Road","",16,162,1621,23,104,-1,"CC4_CSS_GC_ADMIN",
"UNEP","",15,152,1521,23,105,-1,"CC4_CSS_GC_ADMIN",
"Not Defined","",16,162,1621,21,106,-1,"CC4_CSS_GC_ADMIN","1"
"United Nations Population Fund","United Nations Organizations",15,152,1523,23,107,-1,"CC4_CSS_GC_ADMIN",
"IFRC","",15,151,1512,21,108,-1,"CC4_CSS_GC_ADMIN","1"
"ATHENA CONSEIL","LEGAL , HR ADVICE AND COACHING",12,121,,21,109,-1,"CC4_CSS_GC_ADMIN","1"
"Disaster Management Department-Tanzania","",18,183,1831,23,110,-1,"CC4_CSS_GC_ADMIN",
"US Department of State - Humanitarian Information Unit","",11,112,1121,23,111,-1,"CC4_CSS_GC_ADMIN",
"Not Defined","",,,,23,112,-1,"CC4_CSS_GC_ADMIN",
"DPDHL - Go Help Disaster Response Team","",12,121,,23,113,-1,"CC4_CSS_GC_ADMIN",
"Not Defined","",15,153,,23,114,-1,"CC4_CSS_GC_ADMIN",
"WFP","",15,152,1522,21,1,-1,"CC4_CSS_GC_TERRAIN",
"THW Germany","",18,183,1834,21,9,-1,"CC4_CSS_GC_TERRAIN",
"WFP","",15,152,1522,21,10,-1,"CC4_CSS_GC_TERRAIN","1"
"OCHA","",15,152,1521,21,15,-1,"CC4_CSS_GC_TERRAIN","1"
"European Commission Joint Research Centre","",18,182,,22,16,-1,"CC4_CSS_GC_TERRAIN",
"OCHA","",15,,,21,17,-1,"CC4_CSS_GC_TERRAIN",
"WIPO security","UN agency",15,152,1522,23,18,-1,"CC4_CSS_GC_TERRAIN",
"Saudi Arabian Civil defense","",11,112,1121,23,19,-1,"CC4_CSS_GC_TERRAIN",
"Belgian First Aid and Support Team (B-FAST)","",18,183,1832,21,20,-1,"CC4_CSS_GC_TERRAIN","1"
"Not Defined","Consultant - Disaster Management | Humanitarian Coordination",13,131,1312,23,21,-1,"CC4_CSS_GC_TERRAIN",
"Netherlands Red Cross","",16,162,1621,21,22,-1,"CC4_CSS_GC_TERRAIN","1"
"UNDP","",15,152,1522,23,23,-1,"CC4_CSS_GC_TERRAIN",
"Deutsche Post DHL Group","",12,121,,23,24,-1,"CC4_CSS_GC_TERRAIN",
"Logistics Cluster/WFP","",15,152,1522,23,25,-1,"CC4_CSS_GC_TERRAIN",
"Insecurity Insight","We are neither advocacy nor operational. We provide information services to agencies.",16,,,23,26,-1,"CC4_CSS_GC_TERRAIN",
"Ericsson Response","",12,121,,23,27,-1,"CC4_CSS_GC_TERRAIN",
"Not Defined","",15,152,1522,22,28,-1,"CC4_CSS_GC_TERRAIN",
"FAO","",15,152,1522,23,29,-1,"CC4_CSS_GC_TERRAIN",
"UNDAC","",15,152,1522,22,30,-1,"CC4_CSS_GC_TERRAIN",
"Google","",12,121,,23,31,-1,"CC4_CSS_GC_TERRAIN",
"Not Defined","",15,152,1522,23,32,-1,"CC4_CSS_GC_TERRAIN",
"Not Defined","",12,121,,21,33,-1,"CC4_CSS_GC_TERRAIN","0"
"Not Defined","",11,112,1121,21,34,-1,"CC4_CSS_GC_TERRAIN","1"
"OCHA","",15,152,1521,,35,-1,"CC4_CSS_GC_TERRAIN",
"Independent consultant","I work sometimes for OCHA, sometimes for NGOs in a variety of roles including IM, assessmen, coordination and reporting",13,131,,22,36,-1,"CC4_CSS_GC_TERRAIN",
"THW","German Agency for Technical Relief",18,183,1831,23,37,-1,"CC4_CSS_GC_TERRAIN",
"CANADEM","",16,162,1621,21,38,-1,"CC4_CSS_GC_TERRAIN",
"Humanitarian OpenStreetMap Team","",16,162,1623,23,39,-1,"CC4_CSS_GC_TERRAIN",
"Americas Support Team (Section Leader of team operational)","",11,112,1121,21,40,-1,"CC4_CSS_GC_TERRAIN",
"OCHA FCSS","",15,152,1521,23,41,-1,"CC4_CSS_GC_TERRAIN",
"UNOCHA","",15,152,1521,23,42,-1,"CC4_CSS_GC_TERRAIN",
